# character	reading	attested
𩜱	kǎn	kǎn|sǎn
𩜲	fú	fú
𩜳	yǒng	yǒng
𩜵	tuán	tuán
𩜶	tǒu	tǒu
𩜷	yòu	niù|yòu
𩜸	yāo	yāo
𩜺	yē	yē
𩜽	yàn	yàn
𩝈	xián	xián
𩝊	tí	tí
𩝌	suì	suì
𩝐	cí	cí
𩝔	xǔ	xǔ
𩝕	wù	wù
𩝖	cān	cān
𩝗	yù	yù
𩝚	chǎn	chǎn
𩝛	xiá	xiá
𩝝	kào	gāo|kào
𩝞	cāng	cāng
𩝟	chā	chā
𩝠	qiǔ	qiǔ
𩝣	dā	dā
𩝥	sù	sù
𩝨	huā	huā
𩝷	wū	wū
𩝸	yuān	yuān
𩝽	jiàng	jiàng
𩝾	xiǎng	xiǎng
𩝿	zhāi	zhāi
𩞀	sǎn	chěn|càn|sǎn
𩞁	mó	mí|mó
𩞃	shǎng	shǎng|xiǎng
𩞄	cáo	cáo
𩞅	suī	suī
𩞆	chuáng	chuáng
𩞇	mí	mí
𩞈	zhú	zhú
𩞉	chóng	chóng
𩞊	jì	jì
𩞋	chóng	chóng
𩞙	lián	lián
𩞞	hài	hài
𩞤	dūn	dūn
𩞥	xiǎng	xiǎng
𩞦	chēng	chēng
𩞧	shǎng	shǎng
𩞨	lì	lì
𩞩	huáng	huáng
𩞬	dèng	dèng
𩞯	liáng	liáng
𩞶	zā	zā
𩞺	huò	huò
𩞻	lín	lín
𩞾	dú	dú|yì
𩞿	hàn	hàn
𩟀	yōng	yōng|yǒng
𩟁	yuàn	xuàn|yuàn
𩟂	guò	guò
𩟃	líng	líng
𩟅	liǎn	liǎn
𩟇	ào	ào
𩟈	dāng	dāng
𩟉	yì	yì
𩟊	nóng	nóng
𩟋	shàn	shàn
𩟍	xìn	xìn
𩟐	dá	dá
𩟑	yù	yù
𩟒	cān	cān
𩟓	wò	wò
𩟔	chá	chá
𩟕	bó	bó
𩟗	jiǎn	jiǎn
𩟞	méng	méng
𩟟	wěi	wěi
𩟠	mó	mó
𩟥	shuì	juǎn|shuì
𩟦	jié	jié
𩟧	shuò	shuò
𩟨	huò	huò
𩟫	chuò	chuò
𩟭	lóng	lóng
𩟮	huài	huài
𩟰	tuō	tuō
𩟳	yú	yú
𩟶	chàn	chàn|jié
𩟷	yōng	yōng
𩟸	huò	huò
𩟺	lǎn	lǎn
𩟿	nà	nà
𩠀	bā	bā
𩠁	gān	gān
𩠂	yǐ	yǐ
𩠃	jiá	jiá
𩠅	dá	dá
𩠆	dìng	dìng
𩠇	xùn	xùn
𩠈	rěn	rěn
𩠉	juǎn	juǎn
𩠊	tuán	tuán
𩠋	xǔ	xǔ
𩠌	sòng	sòng
𩠎	cáo	cáo
𩠏	chēng	chēng
𩠑	dǐng	dǐng
𩠚	hái	hái
𩠟	wǔ	wǔ
𩠦	qǐ	qǐ|shǒu
𩠨	jī	jī|qǐ
𩠮	kuí	kuí
𩠯	wéi	wéi
𩠶	shǒu	shǒu
𩠷	fú	fú
𩠹	tuán	tuán
𩠻	bié	bié|hān
𩠽	tán	tán
𩠾	hāng	hāng
𩠿	piē	piē
𩡃	yú	yú
𩡄	tán	tán|xiāng
𩡌	xiāng	xiāng
𩡎	xiū	xiū
𩡓	wěng	wěng
𩡔	hài	hài
𩡕	péng	péng
𩡖	yǐ	yǐ
𩡝	tán	tán
𩡟	bié	bié
𩡠	xiāng	xiāng
𩡣	yǐ	yǐ
𩡦	piáo	piáo
𩡧	huán	huán
𩡨	mǔ	mǔ
𩡩	bā	bā
𩡫	fàn	fàn
𩡯	dīng	dīng
𩡷	fēn	fèi|fēn
𩡺	jiè	jiè
𩡾	suó	suó
𩢄	wàn	wàn
𩢅	gē	gē
𩢈	fēn	fēn
𩢊	tuó	tuó
𩢌	wén	wén
𩢍	guā	guā
𩢎	duō	duō
𩢐	zhé	zhé
𩢑	cǐ	cǐ
𩢒	yǎo	yǎo
𩢔	bàn	bàn
𩢕	bù	bù
𩢖	mò	mò
𩢘	pǒ	pǒ
𩢛	gé	gé
𩢞	liú	liú
𩢡	rǎn	rǎn
𩢨	gān	gān
𩢪	hú	hú
𩢫	móu	móu
𩢮	xiū	xiū
𩢯	huāng	huāng
𩢰	fú	fú
𩢱	huí	huí
𩢳	qú	qú
𩢴	jié	jié|jí
𩢵	tuō	tuō
𩢶	yú	yú
𩢷	mò	mò
𩢸	zhōu	zhōu
𩢹	jiù	jiù
𩢻	shú	shú
𩢼	kuāng	kuāng
𩢽	qióng	qióng
𩢾	liè	liè
𩢿	fù	fù
𩣊	xù	xù
𩣖	lìn	lìn
𩣘	niè	niè
𩣚	pī	bǐ|pī
𩣜	fù	fù
𩣝	bù	bù
𩣞	yì	sà|yì
𩣡	bó	bó
𩣣	é	é|ě
𩣩	zhé	zhé
𩣫	lì	lì
𩣮	tù	tù
𩣯	dá	dá
𩣱	lù	lù
𩣲	yān	yān
𩣳	dōng	dōng
𩣴	qiè	qiè
𩣵	wǎn	wò|wǎn
𩣶	mǐng	mǐng
𩣷	zuī	zhù|zuī
𩣸	fù	fù
𩣹	qū	qū
𩣺	bēn	bēn
𩣻	ǎo	ǎo
𩣼	qiāng	qiāng
𩤁	qūn	qūn
𩤈	què	què
𩤉	huá	huá|táo
𩤊	xiàn	jiàn|xiàn
𩤋	kùn	kùn
𩤏	cuì	cuì
𩤒	yí	yí
𩤖	chī	chī|ér
𩤗	zòng	zòng
𩤘	nǎo	nǎo
𩤙	chéng	chéng
𩤚	duān	duān
𩤛	yóng	yóng
𩤜	zhě	zhě
𩤞	tàn	tàn
𩤟	yáng	yáng
𩤠	xié	xié
𩤡	xuān	xuān
𩤣	duàn	duàn
𩤤	shuǎ	shuǎ
𩤥	xián	xián
𩤦	xián	xián
𩤩	é	é
𩤲	lā	lā
𩤸	wèi	wèi
𩤹	yōu	yōu
𩤺	yú	yú
𩤽	tī	tī
𩤿	jīn	jīn
𩥁	táng	táng
𩥂	qí	qí
𩥄	diān	diān
𩥅	tāo	tāo
𩥆	lǜ	lǜ
𩥇	zhàn	zhàn
𩥈	wēn	wēn
𩥉	jì	jì
𩥊	āo	jiāo|āo
𩥋	òu	dú|òu
𩥌	qià	qià
𩥐	shī	shī
𩥑	tǎ	tǎ
𩥔	mò	mò
𩥘	yóu	yóu
𩥠	zhá	zhá
𩥣	yáo	yáo
𩥫	chōng	chōng
𩥬	lí	lí
𩥭	yú	yú
𩥮	chǎn	chǎn
𩥯	yī	yī
𩥲	chì	chì
𩥴	lí	lí
𩥽	tú	tú
𩥿	zú	zú
𩦂	xián	xián
𩦇	xì	xì
𩦉	bié	bié
𩦊	hán	hán|qiān
𩦋	qí	qí
𩦌	sāng	shuāng|sāng
𩦎	fēi	fēi|fěi
𩦐	shàn	huō|shàn
𩦘	huān	huān
𩦠	bàng	bàng
𩦡	yú	yú
𩦢	yú	yú
𩦤	jí	jí
𩦱	kuǎi	kuǎi
𩦲	zōng	zōng
𩦹	xiàn	xiàn
𩦺	méng	méng
𩧃	lì	lì
𩧄	zhì	zhì
𩧅	fán	fán
𩧆	liè	liè|là
𩧇	cài	cài
𩧈	dú	dú
𩧉	guāng	guāng
𩧊	xiòng	xiòng
𩧋	lí	lí
𩧌	qì	qì
𩧏	jué	jué
𩧐	tuō	tuō
𩧒	jù	jù
𩧓	xiāo	xiāo
𩧘	qú	qú
𩧜	zhuǎn	zhuǎn
𩧡	jué	jué
𩧦	jiè	jiè
𩧨	zhòu	zhòu
𩧩	xiàn	xiàn
𩧪	lóng	lóng
𩧫	yǎng	yǎng
𩧬	rǎn	rǎn
𩧭	yì	yì
𩧮	liè	liè
𩧯	bō	bō
𩧰	hún	hún
𩧱	jì	jì
𩧲	dòng	dòng
𩧳	zhōu	zhōu
𩧴	quān	quān
𩧵	jié	jié
𩧸	lì	lì
𩧺	jú	jú
𩧻	wǎn	wǎn
𩧼	bēn	bēn
𩧿	bī	bī
𩨀	gé	gé
𩨁	chǔn	chǔn
𩨃	qián	qián
𩨄	sōu	sōu
𩨅	wèi	wèi
𩨆	chéng	chéng
𩨇	lóu	lóu
𩨈	yú	yú
𩨉	lā	lā
𩨊	qián	qián
𩨋	diān	diān
𩨌	tǎ	tǎ
𩨍	zhàn	zhàn
𩨏	fán	fán
𩨐	liè	liè
𩨑	tīng	tīng
𩨒	jī	jī
𩨓	qiān	qiān
𩨔	hú	huá|hú
𩨗	yú	yú
𩨘	qì	gē|qì
𩨙	yú	yú
𩨚	wā	wā
𩨜	bà	bà
𩨝	qí	qí
𩨞	sǎ	sǎ
𩨟	qiāo	qiāo
𩨠	yà	yà
𩨡	xiǎn	sǎn|xiǎn
𩨨	cī	cī
𩨩	fàn	fàn
𩨫	kǔn	kǔn
𩨬	gǔn	gǔn
𩨭	quē	quē
𩨮	è	è
𩨯	qióng	qióng
𩨲	mà	mà
𩨳	kū	dū|kū
𩨴	yǎo	yǎo
𩨷	quē	quē
𩨸	chū	chū
𩨹	jiǎ	jiǎ
𩨻	zhǔ	zhǔ
𩨽	duī	duī
𩨾	wá	wá
𩩀	nǎo	nǎo
𩩄	yán	yán
𩩅	tóng	tóng
𩩈	kuài	kuài
𩩋	xíng	jìng|xíng
𩩌	gǔn	gǔn
𩩍	pīng	pīng
𩩑	yǔ	yǔ
𩩒	hè	hè
𩩔	zhuó	zhuó
𩩗	shē	shē
𩩘	yǔ	yǔ
𩩛	jì	jì
𩩝	qiāng	qiāng
𩩞	shuì	shuì
𩩟	chuò	chuò
𩩠	zú	zú
𩩡	léng	léng
𩩢	ní	ní
𩩤	wā	wā
𩩥	zhá	zhá
𩩧	dàn	dàn
𩩮	dù	dù
𩩯	biàn	biàn
𩩰	jiē	hái|jiē
𩩱	qià	qià
𩩲	hé	hé
𩩳	chòng	chòng
𩩴	yán	yán
𩩶	yàn	yàn
𩩺	sóng	sóng
𩩻	téng	téng
𩩼	yǎo	yǎo
𩩾	kāo	kāo
𩪀	zhuī	zhuī
𩪁	guì	guì
𩪂	ái	ái
𩪃	hài	hài
𩪈	suǒ	suǒ
𩪉	xù	xù
𩪊	biāo	biāo
𩪌	fèng	fèng
𩪍	qū	qū|shū
𩪎	mǎng	mǎng
𩪐	guó	guó
𩪖	bì	bì
𩪗	jué	jué
𩪘	chuáng	chuáng
𩪛	pú	pú
𩪟	yì	yì
𩪢	qiān	qiān
𩪣	yì	yì
𩪤	è	è
𩪥	líng	líng
𩪧	bì	bì
𩪭	huò	huò
𩪮	mǒ	mó|mǒ
𩪱	xūn	xūn
𩪴	yàn	yàn
𩪸	lì	lì
𩪺	tán	tán
𩪾	luán	luán
𩫀	kài	kài
𩫁	mào	mào
𩫂	xiāo	xiāo
𩫇	ǎi	ǎi
𩫊	tǎ	tǎ
𩫍	mèi	mèi
𩫏	guō	guō|yōng
𩫓	gǎo	gǎo
𩫔	náo	náo
𩫕	háo	háo
𩫠	quē	quē
𩫥	cáo	cáo
𩫦	sào	sào
𩫫	pí	pí
𩫲	xiē	xiē
𩫳	xiāo	xiāo
𩫴	jú	jú
𩫹	chéng	chéng
𩫺	nǎo	nǎo
𩬀	nèi	nèi
𩬍	mǔ	mǔ
𩬏	shāo	shāo
𩬑	diān	chān|diān
𩬔	líng	líng
𩬖	zhěn	zhěn
𩬗	yǎo	yǎo
𩬙	fù	fù|fū
𩬚	qián	gàn|qián
𩬛	qióng	qióng
𩬜	jú	jú
𩬝	bìng	bìng|fǎng
𩬞	máo	mián|mán|máo
𩬟	zhà	zhà
𩬠	tāi	tāi
𩬤	chōng	chōng
𩬫	zhǎi	zhǎi
𩬭	shī	shī
𩬮	yòng	yòng
𩬰	qióng	qióng
𩬱	dào	dào
𩬲	tì	tì
𩬳	zhuǐ	zhuǐ
𩬵	yìn	yìn
𩬷	nǎo	nǎo
𩬸	bō	bō
𩬹	kuāng	kuāng
𩬺	zhǐ	zhǐ
𩬻	duǒ	duǒ
𩬼	cōng	cōng
𩬽	bǎo	bǎo
𩬾	yā	yā
𩭇	lí	lí
𩭊	jú	jú
𩭋	wén	kūn|wén
𩭌	liè	liè
𩭏	wǒ	wǒ
𩭐	shǐ	shǐ
𩭑	niǎo	niǎo
𩭒	máng	máng
𩭓	jiū	jiū
𩭘	xiū	xiū
𩭝	wǒ	wǒ
𩭟	dào	dào
𩭡	xī	xī
𩭢	àn	àn
𩭣	dá	dá
𩭤	zǒng	zōng|zǒng
𩭥	hàn	hàn
𩭦	chuí	chuí
𩭧	bī	bān|bī
𩭩	dòng	dòng
𩭫	zhǎng	zhǎng
𩭯	yā	yā
𩭲	dí	dí
𩭳	huō	huō
𩭷	mín	mín
𩭹	sān	sān
𩭺	fù	fù
𩭼	bǎo	bǎo
𩭽	kè	kè
𩭾	máo	máo
𩭿	rè	rè
𩮀	zōng	sōng|zōng|zǒng
𩮁	qià	qià
𩮂	xiā	xiā
𩮃	sōu	sōu
𩮄	xiū	xiū
𩮅	nà	nà
𩮉	mán	mián|mán
𩮎	zhā	zhā
𩮏	chán	chán
𩮐	shè	shè
𩮑	wǒ	wǒ
𩮖	ái	ái
𩮗	bàng	bàng|fǎng|péng
𩮘	hāo	hāo
𩮚	sāo	sāo
𩮛	suǒ	suǒ
𩮜	tì	tì
𩮝	yà	yà
𩮟	bìng	bìng
𩮠	róng	róng
𩮫	shā	shā
𩮬	wěng	wěng
𩮯	áo	áo
𩮱	zhuāng	zhuāng
𩮳	piào	piào|piē|piǎo
𩮴	suī	cuǐ|suī
𩮵	yī	yī
𩮶	sōu	sōu
𩮷	dōu	dōu
𩮸	sōu	nà|sōu
𩮹	luó	luó
𩯃	fèi	bì|fèi
𩯄	zùn	zùn
𩯆	nào	nào
𩯇	dēng	dēng
𩯈	zhí	zhí
𩯉	cuō	cuō
𩯊	liáo	liáo
𩯋	jǐ	jǐ
𩯌	bō	bō
𩯍	cóng	cóng
𩯎	chéng	chéng
𩯏	bǔ	bǔ
𩯑	sān	sān
𩯒	zàn	zàn
𩯘	jiào	jiào
𩯛	yào	yào
𩯜	lǔ	lǔ
𩯞	càn	càn
𩯨	nǐ	nǐ
𩯰	jié	jié|jì
𩯱	pú	pú
𩯲	zhuàng	zhuàng
𩯳	zàn	zuǎn|zàn|zā
𩯺	lì	lì
𩯽	là	là
𩰀	chōng	chōng
𩰃	zhàn	zhàn
𩰍	biàn	biàn
𩰎	wēng	wēng
𩰓	hòng	hòng
𩰗	pīn	pīn
𩰙	sè	sè
𩰞	nǐ	nǐ
𩰟	fēn	fēn
𩰠	xǔ	xǔ
𩰢	shǐ	shǐ
𩰤	jù	jù
𩰨	jué	jué
𩰪	yù	yù
𩰬	guō	guō|wāi
𩰭	guō	guō
𩰯	hú	hú
𩰰	jìng	jìng
𩰲	lì	fèi|lì
𩰳	xié	xié
𩰴	ér	ér
𩰵	yuán	yuán
𩰶	hái	bèn|hái
𩰹	jìng	jìng
𩰻	kè	kè
𩰽	zōng	zōng
𩰾	fèi	fèi
𩱀	pēng	pēng
𩱁	gēng	gēng
𩱃	jiān	jiān
𩱄	ní	ní
𩱆	xián	xián
𩱇	lì	lì
𩱈	chǎo	chǎo
𩱊	ér	xiàn|ér
𩱋	gēng	gēng|pēng
𩱌	yù	yù
𩱍	hú	hú
𩱎	fèi	fèi
𩱏	áo	áo
𩱓	ěr	ěr
𩱘	kè	kè
𩱙	kù	kù
𩱚	bó	bó
𩱝	yè	yè
𩱞	jiào	jiào
𩱦	chǎo	chǎo
𩱧	gēng	gēng
𩱨	rù	rù
𩱪	yuè	yuè
𩱬	lín	lín
𩱱	yù	yù
𩱲	yuè	yuè
𩱳	zhāi	zhāi
𩱴	xiāo	xiāo
𩱷	miè	miè
𩱻	guǐ	guǐ
𩱼	jiū	jiū
𩱾	tuò	tuò
𩲁	xí	xí
𩲂	wěi	wěi
𩲃	zhuó	zhuó
𩲄	wèi	wèi
𩲅	kuí	kuí
𩲈	mèi	mèi|wéi
𩲊	hào	hào
𩲋	hāng	hāng
𩲌	fāng	fāng
𩲍	niú	niú
𩲎	yòu	yòu
𩲏	huà	huà
𩲒	làng	làng
𩲠	zhú	zhú
𩲡	guǐ	guǐ
𩲢	bì	bì|mèi
𩲣	jiǎ	jiǎ
𩲤	tiáo	tiáo
𩲦	lǜ	lǜ
𩲧	kǒng	kǒng
𩲨	zuǐ	zuǐ
𩲩	líng	líng
𩲪	qí	qí
𩲬	zhú	zhú
𩲱	gǔ	gǔ
𩲲	zù	zù
𩲴	yāng	yāng
𩲵	sū	sū
𩲷	kuí	kuí
𩲹	chāng	chāng
𩲻	yáo	yáo
𩲾	yù	yù
𩳅	shū	shū
𩳆	lài	lài
𩳇	yì	yì
𩳈	dōu	dōu
𩳌	wú	wú
𩳍	yǐng	yǐng
𩳎	fú	fú
𩳏	zhuàn	zhuàn
𩳐	fǔ	fǔ
𩳒	sù	sù
𩳓	lǐ	lǐ
𩳔	yào	yào
𩳕	tuì	tuì|tì
𩳝	guì	guì
𩳡	lǜ	lǜ
𩳢	yàn	yàn
𩳣	qí	qí
𩳤	làng	chāng|làng
𩳥	zhú	zhú
𩳧	guǐ	guǐ
𩳨	hū	hū
𩳯	jīng	jīng
𩳲	chǐ	chǐ
𩳵	jú	jú
𩳶	zhá	zhá
𩳸	miáo	miáo
𩴀	zhū	zhū
𩴁	gān	gān
𩴂	xiōng	xiōng
𩴃	jí	jí
𩴇	shài	shài
𩴈	mèi	mèi
𩴉	yùn	yùn
𩴌	gān	gān
𩴍	shòu	shòu
𩴐	lǜ	lǜ
𩴑	yòu	yòu
𩴒	jiàng	jiàng
𩴓	nuó	nuó
𩴘	jù	jù
𩴙	yòu	yòu
𩴜	yì	yì
𩴝	téng	téng
𩴞	wéi	wéi
𩴟	chě	chě
𩴠	lìn	lìn
𩴡	gù	gù
𩴣	lì	lì
𩴤	liào	liào
𩴧	jiāo	jiāo
𩴨	yáng	yáng
𩴩	biāo	biāo
𩴪	qí	qí
𩴮	yì	yì
𩴱	bīn	bīn
𩴲	méng	méng
𩴳	chà	chà
𩴵	gān	gān
𩴹	qú	qú
𩴺	dí	dí
𩴻	léi	léi
𩵀	líng	líng
𩵄	huān	huān
𩵅	qú	qú
𩵇	luó	luó
𩵉	kuí	kuí
𩵍	qiú	qiú
𩵎	yǔ	yú|yǔ
𩵏	huà	huà
𩵓	lèi	lèi
𩵕	rèn	dāo|rèn
𩵖	xiǎo	xiǎo
𩵗	sì	sì
𩵚	dù	dù
𩵛	biē	biē
𩵠	niú	niú|wěi
𩵢	hè	hè|zā
𩵣	pēi	pēi
𩵥	fèi	fèi
𩵦	mù	mù
𩵩	fū	fū
𩵬	hú	hú
𩵭	wáng	wáng
𩵮	shā	shā|xiǎo
𩵰	jiāo	jiāo|qiū
𩵱	wǔ	wǔ
𩵹	fù	fù
𩶁	bǐng	bǐng
𩶂	zhù	zhù
𩶄	zhú	zhú
𩶅	chī	chī
𩶇	shěn	shěn
𩶈	hū	hū
𩶉	bū	bū
𩶎	rǎn	rǎn
𩶖	mù	mù
𩶘	lì	lì
𩶛	jiā	jiā
𩶞	mà	háng|mà
𩶡	méng	méng
𩶢	móu	móu
𩶣	zhōu	zhōu
𩶤	xiǎn	xiǎn
𩶥	huǐ	huǐ|hóng
𩶦	guài	guài
𩶧	jiù	jiù
𩶩	mù	mù
𩶫	rù	rù|xuè
𩶭	wú	wú
𩶯	rú	rú
𩶱	zhà	zhà
𩷁	nuǒ	nuǒ
𩷂	xié	xié
𩷄	jiàng	jiàng
𩷋	lǐ	lǐ
𩷌	shū	shū
𩷍	yì	yì
𩷎	dí	dí
𩷏	qíng	qíng
𩷐	jú	jú
𩷓	zhì	zhì
𩷕	láng	liáng|láng
𩷖	bù	bù
𩷗	kuáng	kuáng
𩷘	yì	yì
𩷚	bó	bó
𩷧	chì	chì
𩷭	jiàng	jiàng
𩷯	wò	wò
𩷰	xùn	xùn
𩷵	tūn	tūn
𩷶	máng	máng
𩷸	fáng	fáng
𩷹	zhuó	zhuó
𩷻	qià	qià
𩷽	tǎ	tǎ
𩷾	qí	qí
𩸀	pèng	pèng
𩸁	biē	biē
𩸂	fèn	fèn|pèn
𩸃	tù	tù
𩸄	huà	huà
𩸇	è	è
𩸋	è	yā|è
𩸎	dìng	dìng
𩸐	rú	rú
𩸖	è	è
𩸞	yàn	qí|yàn
𩸟	sì	sì
𩸥	yíng	yíng
𩸦	ní	ní
𩸧	ní	ní
𩸨	yí	yí
𩸹	mí	mí
𩸾	yé	yé
𩸿	pō	pō
𩹀	còu	còu
𩹂	wèi	wèi
𩹄	hài	hài
𩹅	yīng	yīng
𩹇	tíng	tíng
𩹈	zhì	zhì
𩹉	fēi	fēi
𩹊	yóu	yóu
𩹍	kuí	kuí
𩹎	àn	àn
𩹏	bà	bà
𩹑	hàn	hàn
𩹞	nán	nán
𩹟	nài	nài
𩹢	jīng	jīng
𩹥	wēi	wēi
𩹱	chù	chù
𩹳	suǒ	suǒ
𩹴	tāo	tāo
𩹵	qí	qí
𩹶	táng	táng
𩹷	wěi	wěi
𩹸	gǎn	gǎn
𩹺	gé	gé
𩹼	hàn	hàn
𩹾	nà	nà
𩹿	gé	gé
𩺄	zhēng	zhēng
𩺗	tǎ	dá|tǎ
𩺛	sī	sī
𩺝	nì	nì
𩺞	sǎng	sǎng
𩺫	xié	xié
𩺯	zú	zú
𩺰	yú	wú|yú
𩺱	nì	nì
𩺲	qī	qī
𩺵	shēn	shēn
𩺼	bū	bū
𩻋	kūn	kūn
𩻌	lí	lí
𩻎	guā	guā
𩻖	yǎn	yǎn
𩻗	bù	bù
𩻘	jiàn	jiàn
𩻚	wú	wú
𩻛	cén	cén|jīn
𩻜	lín	lín
𩻝	zhuàn	zhuàn
𩻟	huī	huī
𩻡	tóng	tóng
𩻢	zhǎ	zhǎ
𩻤	hēi	hēi
𩻧	guǒ	guǒ
𩻱	jǐng	jǐng
𩻵	dié	dié
𩻷	yíng	yíng
𩻼	zhì	zhì
𩼂	wěi	wěi
𩼄	jì	jì
𩼅	rǒng	rǒng
𩼈	ào	yǒu|ào
𩼉	dāng	dāng|hān
𩼊	luó	luó
𩼋	yè	yè
𩼌	wēi	wēi
𩼒	qiáng	qiáng
𩼙	gé	gé
𩼚	jì	jì
𩼦	zòu	zòu
𩼨	yí	yí
𩼫	zhǎ	zhǎ
𩼭	liè	liè
𩼴	yè	yè
𩼼	zhān	zhān
𩽀	chóu	chóu
𩽁	biāo	biāo
𩽆	xù	xù
𩽇	yōu	yōu
𩽍	xiè	xiè
𩽎	wéi	wéi
𩽏	lì	lì
𩽛	bó	bó
𩽜	jiǎn	jiǎn
𩽝	chán	chán
𩽞	kūn	kūn
𩽡	qíng	qíng
𩽧	shuāng	shuāng
𩽨	xī	xī
𩽩	qú	qú
𩽰	luó	luó
𩽳	dǎng	dǎng
𩽴	nián	nián
𩽵	lǐ	lǐ
𩽷	bà	bà
𩽹	è	è
𩽺	fū	fū
𩽻	fù	fù
𩽼	hǔn	hǔn
𩽽	zhà	zhà
𩽾	ān	ān
𩾁	qiú	qiú
𩾂	chóu	chóu
𩾃	miǎn	miǎn
𩾄	xùn	xùn
𩾅	tù	tù
𩾆	ní	ní
𩾇	hu	hu
𩾈	shū	shū
𩾊	xū	xū
𩾋	zhòng	zhòng
𩾌	kāng	kāng
𩾎	yōu	yōu
𩾒	xiāo	xiāo
𩾓	xiāo	xiāo
𩾔	cì	cì
𩾕	chì	chì
𩾗	diāo	diāo|jiāo
𩾘	yì	yì
𩾚	dīng	dīng
𩾝	hàn	hàn|yàn
𩾞	wán	wán
𩾠	yǐ	yǐ
𩾡	bào	bào
𩾢	yì	yuān|yì
𩾧	xùn	xùn
𩾬	xiáng	xiáng
𩾳	bí	bí
𩾶	jié	jié
𩾷	gē	gē
𩾸	zè	yàn|zè
𩾺	zhèn	zhèn
𩾻	hú	hú
𩾼	xī	xī
𩾽	xīn	xīn
𩾾	xiāo	jiāo|xiāo
𩾿	fù	fù
𩿀	zhòng	zhòng
𩿂	mào	mào
𩿃	xīn	xīn
𩿄	qiāng	qiāng
𩿈	fén	fén|fēn
𩿉	bān	bān
𩿊	huān	huān
𩿑	jiāo	jiāo
𩿓	bào	bào
𩿔	yā	yā
𩿕	yáo	yáo
𩿛	xì	xì
𩿝	jù	jù
𩿟	qù	qù
𩿠	yuè	yuè
𩿡	tái	tái
𩿢	tǒu	tǒu
𩿣	mò	mò
𩿤	zhá	zhá
𩿥	qú	qú
𩿧	fū	fū
𩿩	qú	duó|qú
𩿪	chì	chì
𩿬	yóu	yóu
𩿷	tí	tí
𩿺	wā	wā
𩿽	tuó	tuó
𩿿	chú	chú
𪀁	gē	gē
𪀉	gē	gē|kě
𪀊	qú	qú
𪀏	jù	jiū|jù
𪀒	dié	dié
𪀓	yí	yí
𪀔	shī	shī
𪀕	yì	yì
𪀗	guǐ	guǐ
𪀘	jiàng	jiàng
𪀚	sōng	sōng
𪀛	qióng	qióng
𪀝	è	yuān|è
𪀞	huāng	huāng
𪀟	huí	huí
𪀠	xún	xún
𪀣	jú	jú
𪀥	zhái	zhái
𪀦	chì	chì
𪀧	lǎo	lǎo
𪀩	qí	chú|dàn|qí
𪀪	xiū	xiū
𪀬	huī	huī
𪀭	tóng	tóng
𪀺	fù	fù
𪀽	xún	xún|xīn
𪀾	jié	jié
𪀿	mǐ	mǐ
𪁀	yù	yù
𪁈	zhuàng	zhuàng|zhuāng
𪁉	jiāo	jiāo
𪁊	zhì	zhé|zhì
𪁋	chéng	chéng
𪁍	jié	jié
𪁎	xiāo	xiāo
𪁏	chén	chén
𪁐	lí	lí
𪁑	yuè	yuè
𪁓	zhì	zhì
𪁔	láo	láo
𪁕	wò	wò
𪁖	qú	qú
𪁘	wāng	wāng
𪁚	yī	yī
𪁛	yì	yì
𪁜	láng	láng
𪁞	tóu	tóu
𪁟	ān	hàn|ān
𪁠	jué	jué
𪁡	yàn	yàn
𪁥	jù	jù
𪁧	zhèn	chén|zhèn
𪁩	zhì	tí|zhì
𪁪	mǎng	mǎng
𪁮	xiù	xiù
𪁱	chuáng	chuáng
𪁲	chū	chū
𪁸	qiāng	qiāng
𪁹	fēi	fēi
𪁺	cháng	cháng|chǎng
𪁼	mián	mián
𪁽	sù	sù
𪁾	ǎo	wò|ǎo
𪂀	fǔ	fǔ
𪂄	wèi	wèi
𪂅	zhī	zhī
𪂆	mín	mín
𪂇	chāng	chāng
𪂈	yán	yán
𪂉	yù	yù
𪂋	fù	fù
𪂌	tà	tà
𪂍	jǐ	jǐ
𪂏	fèi	fèi
𪂒	hú	hú
𪂓	jū	jū
𪂕	yǔ	yǔ
𪂛	qí	qí
𪂜	méi	méi
𪂟	biē	biē
𪂠	guǒ	guǒ
𪂤	mìng	mìng
𪂦	wǎn	wǎn|yuān
𪂧	wǎn	wǎn
𪂴	jīng	jīng
𪂵	yù	yù
𪂶	xián	xián
𪂹	chūn	chūn
𪂺	jí	jí
𪂼	xiāng	xiāng
𪂽	pén	pén
𪂾	fù	fù
𪃂	liú	liú
𪃄	sāi	sāi
𪃅	xuē	xuē
𪃆	zòu	zòu
𪃈	jié	jié
𪃋	zhān	jiān|zhān
𪃍	yú	yú
𪃎	yú	yú
𪃏	méi	méi
𪃐	miǎo	miǎo
𪃑	mào	mào
𪃒	duó	duó
𪃓	fù	fù
𪃛	jiàn	jiàn
𪃦	miáo	miáo
𪃨	āo	āo
𪃭	kè	kè
𪃶	hóu	hóu
𪃺	gòu	gòu
𪃼	xī	xī
𪃾	róng	róng
𪃿	gē	gē
𪄀	pán	pán
𪄁	yuán	yuán
𪄂	xià	xià
𪄅	shā	shā
𪄆	pī	pí|pī
𪄈	qíng	qíng
𪄉	yōng	yōng
𪄊	qú	qú
𪄌	gòng	gòng
𪄎	gé	gé
𪄏	xiān	xiān
